tjid,fgId,NameASCII,org,pos,age,jersey
jackwenninger,sa3023282,Jack Wenninger,NYM,SP,24,
patrickcopen,sa3023283,Patrick Copen,LAD,SIRP,24,
braxtonbragg,sa3023303,Braxton Bragg,BAL,SP,25,
cadekuehler,sa3023306,Cade Kuehler,ATL,SIRP,24,
garrettbaumann,sa3023310,Garrett Baumann,ATL,SP,21,
landenmaroudis,sa3023351,Landen Maroudis,TOR,SP,21,
juaronwattsbrown,sa3023352,Juaron Watts-Brown,BAL,MIRP,24,
brettwichrowski,sa3023366,Brett Wichrowski,MIL,SP,23,
sambrown,sa3023367,Sam Brown,WSN,1B,24,
mauiahuna,sa3023373,Maui Ahuna,SFG,SS,24,
tyjohnson,sa3023410,Ty Johnson,TBR,SP,24,
jacksonnezuh,sa3023411,Jackson Nezuh,HOU,SP,24,
alexclemmey,sa3023421,Alex Clemmey,WSN,SIRP,20,
nellytaylor,sa3023426,Nelly Taylor,BOS,CF,23,
ryanbirchard,sa3023449,Ryan Birchard,MIL,MIRP,22,
kaipeterson,sa3023453,Kai Peterson,TOR,SIRP,23,
samknowlton,sa3023467,Sam Knowlton,ARI,SIRP,26,
jacksonbaumeister,sa3023471,Jackson Baumeister,TBR,SP,23,
khristiancurtis,sa3023473,Khristian Curtis,PIT,MIRP,24,
jojoingrassia,sa3023475,Jojo Ingrassia,BOS,MIRP,23,
joshgrosz,sa3023478,Josh Grosz,COL,SP,23,
michaelforret,sa3023479,Michael Forret,BAL,MIRP,22,
benshields,sa3023483,Ben Shields,COL,SIRP,27,
nickdean,sa3023506,Nick Dean,CHC,MIRP,25,
zachfruit,sa3023507,Zach Fruit,BAL,SP,24,
willsanders,sa3023508,Will Sanders,CHC,SP,24,
drewdowd,sa3023509,Drew Dowd,TBR,SP,24,
blakewolters,sa3023513,Blake Wolters,KCR,SP,21,
eriqswan,sa3023514,Eriq Swan,WSN,SIRP,24,
grantrogers,sa3023522,Grant Rogers,TOR,SP,25,
alonzotredwell,sa3023524,Alonzo Tredwell,HOU,MIRP,24,
bishopletson,sa3023526,Bishop Letson,MIL,SP,21,
alejandrorosario,sa3023538,Alejandro Rosario,TEX,SP,24,
stevenechavarria,sa3023560,Steven Echavarria,ATH,SP,20,
naziermule,sa3023566,Nazier Mule,CHC,SIRP,21,
coleschoenwetter,sa3023567,Cole Schoenwetter,CIN,SP,21,
zandermueth,sa3023569,Zander Mueth,PIT,SIRP,21,
chriskean,sa3023576,Chris Kean,NYY,SIRP,24,
paulwilson,sa3023596,Paul Wilson,DET,SP,21,
hirowyatt,sa3023613,Hiro Wyatt,KCR,SP,21,
adrianherrera,sa3023627,Adrian Herrera,CIN,SP,21,
trevorharrison,sa3023629,Trevor Harrison,TBR,SP,20,
keynermartinez,sa3023631,Keyner Martinez,SFG,SP,21,
alexmakarewich,sa3023642,Alex Makarewich,LAD,SIRP,24,
wyattcrowell,sa3023662,Wyatt Crowell,LAD,SP,24,
travishoneyman,sa3023679,Travis Honeyman,STL,CF,24,
dextersperalta,sa3023745,Dexters Peralta,NYY,SS,18,
jirvinmorillo,sa3023751,Jirvin Morillo,CIN,C,19,
josecastro,sa3023752,Jose Castro,MIA,RF,19,
enddyazocar,sa3023764,Enddy Azocar,BOS,RF,19,
angelbrachi,sa3023784,Angel Brachi,TBR,SS,19,
yoelroque,sa3023834,Yoel Roque,MIN,SIRP,19,
josuethquinonez,sa3023882,Josueth Quinonez ,DET,CF,19,
haydenalvarez,sa3023906,Hayden Alvarez,LAA,CF,19,
yairopadilla,sa3023925,Yairo Padilla,STL,SS,19,
pedroblanco,sa3023945,Pedro Blanco,ARI,1B,19,
anthonymarquez,sa3023960,Anthony Marquez,SFG,SS,19,
josefeliz,sa3024069,Jose Feliz,WSN,SP,20,
kifraidyencarnacion,sa3024081,Kifraidy Encarnacion,MIA,SIRP,20,
jordansanchez,sa3024112,Jordan Sanchez,BAL,RF,20,
joseanderson,sa3024133,Jose Anderson,MIL,RF,19,
elvingarcia,sa3024147,Elvin Garcia,BAL,3B,19,
andersonbrito,sa3024232,Anderson Brito,HOU,SIRP,21,
luismaracara,sa3024260,Luis Maracara,SDP,SP,18,
gregorysanchez,sa3024267,Gregory Sanchez,COL,SP,19,
yhoikerfajardo,sa3024273,Yhoiker Fajardo,BOS,SP,19,
daurifernandez,sa3024327,Dauri Fernandez,CLE,SS,19,
juneikercaceres,sa3024329,Juneiker Caceres,CLE,RF,18,
juanmateo,sa3024340,Juan Mateo,ATL,SS,19,
johanrodriguez,sa3024364,Johan Rodriguez,CLE,SS,18,
reinoldnavarro,sa3024459,Reinold Navarro,PIT,SIRP,19,
manuelgenao,sa3024519,Manuel Genao,MIA,SIRP,20,
estebanmejia,sa3024583,Esteban Mejia,BAL,SP,19,
almentolentino,sa3024628,Almen Tolentino,MIA,C,19,
manueldavila,sa3024787,Manuel Davila,SDP,SP,18,
olivergonzalez,sa3024789,Oliver Gonzalez,LAD,SP,19,
jeanpierreortiz,sa3024922,JeanPierre Ortiz,CIN,SP,22,
sterlingpatick,sa3024981,Sterling Patick,LAD,MIRP,21,
argeniscayama,sa3025006,Argenis Cayama,SFG,SP,19,
wilbersondepena,sa3025019,Wilberson De Pena,NYY,RF,19,
graysonhitt,sa3025020,Grayson Hitt,ARI,SP,24,
bryanbalzer,sa3025047,Bryan Balzer,SDP,SP,21,
cadenscarborough,sa3025060,Caden Scarborough,TEX,SP,21,
cademcgee,sa3025153,Cade McGee,STL,3B,23,
paytongreen,sa3025195,Payton Green,MIA,SS,23,
johnspikerman,sa3025197,John Spikerman,PHI,CF,23,
carterjohnson,sa3025203,Carter Johnson,MIA,SS,20,
teddymcgraw,sa3025220,Teddy McGraw,SEA,MIRP,24,
chinghsienko,sa3025230,Ching-Hsien Ko,LAD,RF,19,
zachehrhard,sa3025247,Zach Ehrhard,LAD,RF,23,
billyamick,sa3025249,Billy Amick,MIN,3B,23,
dylandreiling,sa3025251,Dylan Dreiling,TEX,LF,23,
jaredthomas,sa3025252,Jared Thomas,COL,LF,23,
khadimdiaw,sa3025259,Khadim Diaw,MIN,C,22,
brandonbutterworth,sa3025264,Brandon Butterworth,BAL,SS,23,
huntercranton,sa3025298,Hunter Cranton,ARI,SIRP,25,
fultonlockhart,sa3025301,Fulton Lockhart,LAA,SIRP,22,
nickmitchell,sa3025315,Nick Mitchell,CLE,RF,22,
seankeys,sa3025317,Sean Keys,TOR,3B,23,
najervictor,sa3025330,Najer Victor,LAA,SIRP,24,
davidmershon,sa3025335,David Mershon,LAA,CF,23,
cadenpowell,sa3025361,Caden Powell,HOU,3B,22,
tommywhite,sa3025383,Tommy White,ATH,3B,23,
joshkurodagrauer,sa3025386,Josh Kuroda-Grauer,ATH,2B,23,
emilienpitre,sa3025391,Emilien Pitre,TBR,2B,23,
callanmoss,sa3025392,Callan Moss,PIT,1B,22,
ryanstafford,sa3025405,Ryan Stafford,BAL,C,23,
eliserranoiii,sa3025407,Eli Serrano III,NYM,LF,23,
austinovern,sa3025408,Austin Overn,BAL,CF,23,
ethananderson,sa3025410,Ethan Anderson,BAL,1B,22,
josephsullivan,sa3025413,Joseph Sullivan,HOU,LF,24,
griffinburkholder,sa3025418,Griffin Burkholder,PHI,CF,20,
jacobcozart,sa3025434,Jacob Cozart,CLE,C,23,
cadenfavors,sa3025446,Caden Favors,CLE,SIRP,24,
omarmontano,sa3025468,Omar Montano,MIN,MIRP,20,
marcodinges,sa3025495,Marco Dinges,MIL,C,22,
lukehayden,sa3025504,Luke Hayden,CIN,MIRP,23,
kevinbazzell,sa3025511,Kevin Bazzell,WSN,C,23,
peytonstovall,sa3025512,Peyton Stovall,CIN,2B,23,
piercegeorge,sa3025520,Pierce George,CHW,SIRP,23,
micahashman,sa3025559,Micah Ashman,BAL,MIRP,23,
joshmallitz,sa3025568,Josh Mallitz,SDP,MIRP,24,
logansamuels,sa3025571,Logan Samuels,ATL,SP,24,
tysonhardin,sa3025574,Tyson Hardin,MIL,SP,24,
joshrandall,sa3025585,Josh Randall,WSN,SP,23,
herickhernandez,sa3025588,Herick Hernandez,ATL,SIRP,22,
willwatson,sa3025592,Will Watson,NYM,MIRP,23,
carterholton,sa3025599,Carter Holton,ATL,SP,23,
dakotajordan,sa3025601,Dakota Jordan,SFG,CF,23,
ryanlambert,sa3025613,Ryan Lambert,NYM,SIRP,23,
aidanfoeller,sa3025616,Aidan Foeller,LAD,SP,24,
twinepalmer,sa3025618,Twine Palmer,BAL,MIRP,21,
joshhartle,sa3025623,Josh Hartle,CLE,SP,23,
frankelissalt,sa3025634,Frank Elissalt,STL,SIRP,24,
colehertzler,sa3025638,Cole Hertzler,HOU,SP,23,
brockmoore,sa3025654,Brock Moore,SEA,SIRP,26,
ethanbagwell,sa3025661,Ethan Bagwell,ATL,SP,20,
blakeaita,sa3025822,Blake Aita,BOS,SP,23,
chaseallsup,sa3025950,Chase Allsup,BAL,SP,23,
chrisarroyo,sa3026239,Chris Arroyo,MIA,RF,21,
brooksauger,sa3026300,Brooks Auger,LAD,SP,24,
rjaustin,sa3026315,RJ Austin,BAL,CF,22,
drewbeam,sa3026785,Drew Beam,KCR,SP,23,
landonbeidelschies,sa3026885,Landon Beidelschies,ATL,SP,22,
maxbelyeu,sa3026937,Max Belyeu,COL,RF,22,
codybowker,sa3027486,Cody Bowker,PHI,SP,22,
brooksbryan,sa3027921,Brooks Bryan,KCR,C,21,
micahbucknam,sa3027969,Micah Bucknam,TOR,SP,22,
justincampbell,sa3028334,Justin Campbell,CLE,SP,25,
eastoncarmichael,sa3028459,Easton Carmichael,PIT,C,22,
ajcausey,sa3028661,A.J. Causey,KCR,SIRP,23,
denniscolleran,sa3029168,Dennis Colleran,KCR,SIRP,22,
brandoncompton,sa3029229,Brandon Compton,MIA,LF,22,
chriscortez,sa3029417,Chris Cortez,LAA,SIRP,23,
brycecunningham,sa3029687,Bryce Cunningham,NYY,SP,23,
briancurley,sa3029705,Brian Curley,ARI,SIRP,23,
deancurley,sa3029706,Dean Curley,CLE,3B,22,
bradendavis,sa3029886,Braden Davis,STL,SP,23,
korbyndickerson,sa3030281,Korbyn Dickerson,SEA,CF,22,
danieldickinson,sa3030286,Daniel Dickinson,MIL,2B,22,
natedohm,sa3030418,Nate Dohm,STL,SP,23,
josephdzierwa,sa3030726,Joseph Dzierwa,BAL,SP,22,
danieleagen,sa3030728,Daniel Eagen,ARI,SP,23,
jamesellwanger,sa3030911,James Ellwanger,MIN,SP,22,
seanepiscope,sa3030964,Sean Episcope,MIL,MIRP,22,
anthonyeyanson,sa3031104,Anthony Eyanson,BOS,SP,21,
drewfaurot,sa3031193,Drew Faurot,MIA,2B,22,
jalinflores,sa3031465,Jalin Flores,STL,SS,22,
connorfoley,sa3031511,Connor Foley,ARI,SIRP,22,
ryanforcucci,sa3031539,Ryan Forcucci,HOU,SP,23,
christianfoutch,sa3031591,Christian Foutch,BOS,SIRP,22,
tannerfranklin,sa3031652,Tanner Franklin,STL,SP,22,
ethanfrey,sa3031717,Ethan  Frey,HOU,DH,22,
ryangallagher,sa3031857,Ryan Gallagher,MIN,SP,23,
henrygodbout,sa3032331,Henry Godbout ,BOS,2B,22,
austingordon,sa3032478,Austin Gordon,LAA,SP,23,
murfgray,sa3032619,Murf Gray,PIT,3B,22,
adonysguzman,sa3032892,Adonys Guzman,PIT,C,22,
davidhagaman,sa3032946,David Hagaman,ARI,SP,23,
ethanhedges,sa3033512,Ethan Hedges,COL,3B,22,
griffinherring,sa3033707,Griffin Herring,COL,SP,23,
lukeholman,sa3034003,Luke Holman,CIN,SP,23,
johnholobetz,sa3034016,John Holobetz,BOS,SP,23,
griffinhugus,sa3034275,Griffin Hugus,SEA,SP,22,
thatcherhurd,sa3034340,Thatcher Hurd,NYY,MIRP,23,
benjacobs,sa3034527,Ben Jacobs,DET,SP,22,
grantjay,sa3034611,Grant Jay,SEA,C,22,
lebarronjohnsonjr,sa3034782,Lebarron Johnson Jr.,COL,SIRP,24,
jacksonkent,sa3035282,Jackson Kent,WSN,SP,23,
kaedenkent,sa3035283,Kaeden Kent,NYY,SS,22,
kanekepley,sa3035293,Kane Kepley,CHC,CF,22,
justinlamkin,sa3035887,Justin Lamkin,KCR,SP,22,
lplangevin,sa3035936,L.P. Langevin,KCR,SIRP,22,
camleiter,sa3036203,Cam Leiter,LAD,SP,22,
alexlodise,sa3036445,Alex Lodise,ATL,SS,22,
michaellombardi,sa3036476,Michael Lombardi,KCR,SIRP,22,
aidanmajor,sa3036887,Aidan Major,CLE,SP,23,
colemathis,sa3037300,Cole Mathis,CHC,1B,22,
aidenmay,sa3037366,Aiden May,MIA,MIRP,23,
nikomazza,sa3037404,Niko Mazza,SFG,MIRP,24,
mattmcshane,sa3037749,Matt McShane,BOS,SIRP,23,
jbmiddleton,sa3037985,JB Middleton,COL,MIRP,22,
jacobmorrison,sa3038406,Jacob Morrison,MIL,SP,22,
masonmorris,sa3038414,Mason Morris,CIN,MIRP,22,
masonneville,sa3038799,Mason Neville,CIN,CF,22,
cadeobermueller,sa3038991,Cade Obermueller,PHI,SP,22,
colepeschl,sa3039760,Cole Peschl,MIN,SP,23,
ethanpetry,sa3039828,Ethan Petry,WSN,1B,22,
jamesquinnirons,sa3040344,James  Quinn-Irons,TBR,CF,23,
jtquinn,sa3040345,JT Quinn,BAL,SP,22,
dominickreid,sa3040572,Dominick Reid,CHC,SP,22,
jasonreitz,sa3040605,Jason Reitz,MIN,SP,21,
ajrussell,sa3041324,AJ Russell,TEX,SP,22,
michaelsalina,sa3041443,Michael Salina,SDP,SIRP,22,
jonathansantucci,sa3041559,Jonathan Santucci,NYM,SIRP,23,
nolanschubart,sa3041794,Nolan Schubart,CLE,LF,22,
brettsears,sa3041892,Brett Sears,ATL,SP,26,
chaseshores,sa3042212,Chase Shores,LAA,SIRP,22,
lukesinnard,sa3042362,Luke Sinnard,ATL,SP,23,
parkersmith,sa3042618,Parker Smith,HOU,MIRP,23,
jaredspencer,sa3042828,Jared Spencer,TOR,SIRP,23,
samstuhr,sa3043272,Sam Stuhr,ATH,SP,23,
devintaylor,sa3043560,Devin Taylor,ATH,LF,22,
zanetaylor,sa3043592,Zane Taylor,ATH,SIRP,24,
kavarestears,sa3043596,Kavares Tears,SDP,RF,23,
yoeltejedajr,sa3043611,Yoel Tejeda Jr. ,WSN,SP,22,
jdthompson,sa3043764,JD Thompson,MIL,SP,22,
gavinturley,sa3044148,Gavin Turley,ATH,LF,22,
landynvidourek,sa3044483,Landyn Vidourek,LAD,CF,22,
mikevillani,sa3044503,Mike Villani,CIN,SIRP,23,
joeyvolini,sa3044555,Joey Volini,MIA,SP,23,
aaronwalton,sa3044756,Aaron Walton,CLE,CF,22,
masonwhite,sa3045125,Mason White,BOS,SS,22,
maxwilliams,sa3045333,Max Williams,MIA,RF,21,
malachiwitherspoon,sa3045488,Malachi Witherspoon,DET,SIRP,21,
jakobwright,sa3045618,Jakob Wright,LAD,MIRP,23,
gageziehl,sa3045855,Gage Ziehl,CHW,SP,23,
cadecrossland,sa3058955,Cade Crossland,STL,SP,22,
kylelodise,sa3059833,Kyle Lodise,CHW,SS,22,
masonpeters,sa3060252,Mason Peters,SEA,SIRP,22,
nickpotter,sa3060295,Nick Potter,HOU,SIRP,22,
colinyeaman,sa3060984,Colin Yeaman,BAL,SS,22,
ethanyoung,sa3060988,Ethan Young,STL,MIRP,22,
jackhostetler,sa3065768,Jack Hostetler,MIL,SIRP,22,
cobbhightower,sa3066025,Cobb Hightower,BAL,SS,21,
nickmontgomery,sa3066457,Nick Montgomery,ATL,C,20,
diegotornes,sa3066458,Diego Tornes,ATL,LF,17,
raudyreyes,sa3066459,Raudy Reyes,ATL,SIRP,17,
crisrodriguez,sa3066593,Cris Rodriguez,DET,RF,18,
owenhall,sa3066594,Owen Hall,DET,SP,20,
ethanschiefelbein,sa3066595,Ethan Schiefelbein,DET,SP,20,
eddierynders,sa3066663,Eddie Rynders,PIT,3B,20,
wyattsanford,sa3066665,Wyatt Sanford,PIT,SS,20,
johandelossantos,sa3066666,Johan De Los Santos,PIT,CF,17,
darellmorel,sa3066667,Darell Morel,PIT,3B,18,
tysonlewis,sa3066822,Tyson Lewis,CIN,SS,20,
tysouthisene,sa3066842,Ty Southisene,CHC,SS,20,
drakegeorge,sa3067033,Drake George,SFG,SIRP,24,
nathanflewelling,sa3067041,Nathan Flewelling,TBR,C,19,
logantabeling,sa3067065,Logan Tabeling,LAD,SIRP,24,
brycemeccage,sa3067069,Bryce Meccage,MIL,SP,20,
dasanhill,sa3067070,Dasan Hill,MIN,SP,20,
weienlin,sa3067072,Wei-En Lin,ATH,SP,20,
hunterdryden,sa3067105,Hunter Dryden,SFG,SP,24,
johnnyking,sa3067123,Johnny King,TOR,SP,19,
yulianbarreto,sa3067124,Yulian Barreto,SFG,SS,18,
cristopherpolanco,sa3067125,Cristopher Polanco,TOR,SS,18,
djeanmacares,sa3067126,Djean Macares,SFG,CF,18,
josepena,sa3067127,Jose Pena,BAL,SS,17,
juansanchez,sa3067129,Juan Sanchez,TOR,SS,18,
brandonclarke,sa3067144,Brandon Clarke,BOS,SP,23,
bostonbateman,sa3067145,Boston Bateman,BAL,SP,20,
bradysmith,sa3067255,Brady Smith,LAD,SP,21,
chaseharlan,sa3067256,Chase Harlan,LAD,3B,19,
libertsaponte,sa3067288,Liberts Aponte,CIN,SS,18,
treygregoryalford,sa3067313,Trey Gregory-Alford,LAA,SP,22,
kannonkemp,sa3067314,Kannon Kemp,SDP,SP,21,
conradcason,sa3067316,Conrad Cason,BOS,SP,19,
devinfitzgerald,sa3067320,Devin Fitz-Gerald,TEX,3B,20,
kalefountain,sa3067321,Kale Fountain,SDP,3B,20,
sirjamisonjones,sa3067322,Sir Jamison Jones,WSN,C,20,
tytuscissell,sa3067331,Tytus Cissell,ARI,SS,20,
elilovich,sa3067332,Eli Lovich,CHC,RF,20,
shotaromorii,sa3067343,Shotaro Morii,ATH,TWP,19,
dylanjordan,sa3067384,Dylan Jordan,LAA,SP,20,
joeyoakie,sa3067418,Joey Oakie,CLE,SP,20,
davidshields,sa3067433,David Shields,KCR,SP,19,
grantshepardson,sa3067434,Grant Shepardson,MIA,SP,20,
maicolreyes,sa3067441,Maicol Reyes,TEX,SIRP,21,
kennyfenelon,sa3067474,Kenny Fenelon,MIL,CF,18,
cristopheracosta,sa3067475,Cristopher Acosta,MIL,SS,18,
brailynantunez,sa3067486,Brailyn Antunez,MIL,CF,18,
enyellopez,sa3067495,Enyel Lopez,TEX,SIRP,20,
warrencalcano,sa3067541,Warren Calcano,KCR,SS,18,
chasemobley,sa3067542,Chase Mobley,CLE,SP,20,
colemiller,sa3067552,Cole Miller,ATH,SP,21,
kevindefrank,sa3067574,Kevin Defrank,MIA,SP,17,
elianpena,sa3067674,Elian Pena,NYM,3B,18,
kendrymartinez,sa3067676,Kendry Martinez,SEA,2B,18,
kevinalvarez,sa3067677,Kevin Alvarez,HOU,LF,18,
juancabada,sa3067679,Juan Cabada,CHC,SS,18,
manicedeno,sa3067680,Mani Cedeno,NYY,SS,17,
aydenjohnson,sa3067681,Ayden Johnson,ATH,3B,18,
wilfridelacruz,sa3067682,Wilfri De La Cruz,BAL,3B,18,
maykelcoret,sa3067683,Maykel Coret,TBR,RF,18,
yorgerbautista,sa3067684,Yorger Bautista,SEA,CF,18,
warelsolano,sa3067685,Warel Solano,TBR,SS,18,
brayancortesia,sa3067686,Brayan Cortesia,WSN,SS,18,
breysonguedez,sa3067688,Breyson Guedez,ATH,LF,18,
santiagoleon,sa3067689,Santiago Leon,MIN,SS,18,
deividcoronil,sa3067691,Deivid Coronil,SDP,SS,18,
haritzoncastillo,sa3067692,Haritzon Castillo,MIN,SS,18,
jhoandelacruz,sa3067693,Jhoan De La Cruz,SDP,SS,18,
eliandelacruz,sa3067695,Elian De La Cruz,ARI,RF,18,
raymermedina,sa3067696,Raymer Medina,TBR,2B,18,
elorkyrodriguez,sa3067697,Elorky Rodriguez,TEX,LF,18,
jhomnardoreyes,sa3067700,Jhomnardo Reyes,MIN,RF,18,
alejandrocruz,sa3067702,Alejandro Cruz,CHW,3B,19,
marconigerman,sa3067715,Marconi German,WSN,SS,18,
johanmachado,sa3067724,Johan Machado,MIA,SS,18,
danielhernandez,sa3067734,Daniel Hernandez,WSN,C,18,
juanrujano,sa3067752,Juan Rujano,STL,C,18,
juantomas,sa3067758,Juan Tomas,CHC,SS,18,
kamuelvillar,sa3067803,Kamuel Villar,COL,SS,18,
rubencastillo,sa3067849,Ruben Castillo,NYY,CF,18,
cesaracosta,sa3067868,Cesar Acosta,NYM,C,17,
carlosalvarez,sa3068082,Carlos Alvarez,SDP,SP,18,
sadbieldelzine,sa3068089,Sadbiel Delzine,BOS,SP,18,
adrianpena,sa3068110,Adrian  Pena,MIA,SP,18,
darwingozuna,sa3068179,Darwing Ozuna,ATH,RF,18,
royelnystrop,sa3068180,Royelny Strop,STL,CF,18,
santiagocastellanos,sa3068480,Santiago Castellanos,MIN,SP,17,
eliomargarces,sa3068523,Eliomar Garces,TBR,SS,18,
gabrieldavalillo,sa3068659,Gabriel Davalillo,LAA,C,18,
pedromontero,sa3068682,Pedro Montero,MIA,SP,18,
eivermosquera,sa3068767,Eiver Mosquera,MIA,SP,19,
bradyebel,sa3069149,Brady  Ebel,MIL,SS,18,
nickbecker,sa3069151,Nick Becker,SEA,SS,19,
joshowens,sa3069169,Josh Owens,TEX,SS,19,
tyharvey,sa3069181,Ty Harvey,SDP,C,19,
quentinyoung,sa3069187,Quentin Young,MIN,3B,19,
josedevers1,sa3015292,Jose Devers,CLE,SS,23,
hectorrodriguez1,sa3015828,Hector  Rodriguez,CIN,RF,22,
yuniormarte1,sa3018367,Yunior Marte,SFG,SP,22,
jakemiller1,sa3020408,Jake Miller,DET,MIRP,25,
seansullivan1,sa3023162,Sean Sullivan,COL,MIRP,23,
antoniojimenez1,sa3034692,Antonio Jimenez,NYM,SS,22,
jaredjones1,sa3034881,Jared Jones,PIT,1B,22,
michaelmassey1,sa3037259,Michael Massey,DET,SIRP,23,
lukedickerson1,sa3067329,Luke Dickerson,WSN,2B,20,
